name,face_sentiment,text,Lidor,Liora,Roee,Barak,Ania,Or,Ben,Skyler
PRES_SANTARITA_WHERE_ARE_YOU,"[[0.3917634704370644, 2.475746658322032e-07, 0.6651218580862414, 14.530374232631953, 0.023635384441540952, 0.703202672589328, 0.01243230576996783], [1.9901236404842226, 2.23848337799539e-08, 0.0013592232867995903, 14.33382100446325, 0.0005045210770102662, 0.0002460387656205075, 0.00047621242750147535], [0.0002759311202919699, 1.9323288249158803e-07, 0.15085708983029322, 0.28746491681043096, 0.20305123059969812, 0.030888562335243706, 13.613176305738808], [0.00039163199930615077, 3.1419854593613862e-09, 0.0047556729004163455, 14.27078928088333, 0.001259601563195698, 0.004341526590953957, 0.0041766471352263], [0.00010035510708153847, 2.442066847290421e-12, 7.573984350476946, 0.08955624486718859, 2.0331314631870816, 0.013919227058067918, 4.575022203581674], [4.601423760115202e-05, 1.7947380593792026e-13, 6.009805202484131, 0.007213529897853732, 2.475922874041966, 0.0007592135911441541, 5.7919672557285855]]","On Tuesday, we've got a big decision to make and the New York daily news and the New York Times already made. There's both endorse Hillary Clinton for President. Clinton is supremely knowledgeable and results driven. She promises to be a true Democratic Champion advancing, an ambitious Democratic agenda, in the White House and the times lodz our vision in which middle-class Americans have a real shot at Prosperity. New, York's choice for president Hillary Clinton. I'm Hillary Clinton and I approve this message.",base,base,base,0,0,base,0,0
PRES_SANTARITA_WHO_IS_REPRESENTING_YOU,"[[2.315645921068167, 0.001331494575729708, 1.9558535952061387, 0.012284501687635067, 2.7070133779884467, 0.03867088356067138, 7.254913861676676], [0.005950849973531742, 3.6060250253474153e-09, 0.18850864122316865, 1.2852188622220144, 1.0070690177239612, 0.017604239288142677, 14.113725150816537], [0.00014930799573178248, 7.956206180339715e-12, 1.6111035938195801, 0.2099437934765989, 0.16471582130228332, 0.04919586109749762, 14.624616795116381], [1.6771161227518676, 0.00011019962378790564, 0.3612400934538823, 14.251333767157652, 0.03371742012402392, 0.0012400778808822966, 0.0017718839570624238], [0.00385824861485552, 1.0726619399485405e-05, 0.03239246320894108, 0.04951613505760733, 14.120561965711778, 0.0035714291399219825, 2.456752943396879], [0.04986902765397515, 1.3164355193241915e-06, 2.2059415067945207, 0.33700125558035715, 0.8397586643695831, 0.24864434131554194, 10.604498216084071], [14.27572538732481, 0.00027150183580963683, 0.023159272874735157, 0.012331979929360382, 1.9904764152914007, 5.6570918223680354e-05, 0.024510524740956365], [0.03211113319197407, 6.698111883851266e-07, 1.0562632268360306, 1.5774795254788512, 7.255942525149373, 0.5408451272441027, 6.20402352760419], [0.0050210987350041624, 2.588721674625957e-16, 0.12106983978824001, 0.8601687296899821, 0.0002009863877126018, 2.952720783696878e-09, 13.299253949904251], [0.0015387436085765496, 1.478268133648857e-12, 0.16164120348474503, 0.06060043791765157, 4.180038864819371, 0.0005065840979318173, 11.922205102686979], [0.42391148187452765, 0.0004925898515168586, 1.392933422206037, 13.004049166389802, 1.7413660776034927, 0.06691827104907373, 0.03005504692329323], [0.010139914002360173, 3.2374973680776915e-09, 13.272924022252798, 0.3674297413400939, 0.0006332661269636059, 0.6341022950301517, 0.00048528410617824637], [1.950443260869049e-06, 8.519580808284639e-14, 0.5976850433009011, 0.3872392699122429, 0.21895654499530792, 0.00042210446866062867, 13.08140924998692], [1.9981912806735757e-05, 3.8959055144300007e-14, 3.213269540120649, 0.001995947790846923, 1.4440471165236375, 6.223447561366685e-05, 9.62631987476756]]","This is a letter from someone who's here. She has to take a brand-name drugs and taking it. Since the early 1980s at that time, it cost approximately $180 for ten shots. The latest refill was fourteen thousand seven hundred dollars for the same 10 vial and the company is called valeant Pharmaceuticals. I'm going after them. This is predatory pricing and we're going to make sure it is stopped and I approve this message.  ",base,base,0,0,0,base,0,0
PRES_STANDFORTRUTH_SO_MUCH_AT_STAKE,"[[0.8633608247001322, 0.004863080309658707, 9.77530707995508, 0.5445231608975114, 0.06521617983292902, 3.0190335523506135, 0.013410593517117455], [12.921011430049674, 4.82514176882971e-09, 0.03666536072470498, 0.00665218496853022, 3.2694513764497883, 1.4384184718681425e-07, 0.09275113400249979], [0.002881598489685799, 1.9855249451192484e-15, 14.170008890884793, 4.2349273281071853e-07, 0.06253674466914119, 1.5924155287164738e-05, 0.050271451808726476], [0.30672490958360926, 0.0010376562823861363, 0.8316834513474395, 14.47581014766985, 0.4004844289557714, 0.007425000813659151, 0.303365521495853], [0.0872288431440081, 3.087308948173424e-07, 0.3412000302757536, 0.0027865938526312156, 5.944722465106419, 3.191440945166895e-05, 7.909744126456125], [0.01166121704560109, 5.759681963835662e-08, 1.4158627596160287, 2.1943692616425176e-06, 12.85806970942436, 3.671445182756779e-05, 8.143026172758975e-05]]","I fought for my country and Kosovo and Iraq, and I've been a republican all my life, but I'm the father of three girls. I can't stand. Hearing Donald Trump, call women, pigs dogs, and bimbos. And I sure don't want my daughter's hearing it. I want my girls to grow up proud and strong in the nation, where they're valued and respected, Donald Trump's America is not the country I fought for, so I'm voting for Hillary Clinton. I'm Hillary Clinton and I approve this message.",0,base,0,0,base,0,both,both
PRES_STATETEAPARTY_THE_PERRY_WALKER_WAY,"[[12.939738375799996, 0.00019826628496437998, 0.06736693903803825, 0.01259350184617298, 1.0659856455666679, 0.00011671958678302221, 0.1997146356318678], [3.9126068353652954, 0.00012966099477905248, 0.08577627928129264, 0.000746890769473144, 6.152621763093131, 0.00011533662213228777, 4.133717928613935], [1.0261096535949373e-09, 4.2360291757951164e-29, 1.0859777274872155e-15, 14.285702364785331, 3.769764448519064e-11, 6.70017642345315e-14, 1.16552346948343e-05], [1.7182000799821032e-11, 5.023042169471444e-32, 3.0773236590907e-18, 14.284133911132812, 1.686536110420689e-11, 4.8859371245293115e-15, 0.0015800239842584623], [5.408842520696463e-10, 1.292196590333102e-31, 1.2960311997113235e-18, 14.281410830361503, 2.5388996150990264e-11, 3.1985258838684615e-14, 0.004303450363555125], [0.0010477005811740778, 4.514793378682371e-15, 1.7410120887819047e-05, 0.0003939371319055291, 0.0006562635722470336, 6.5958611588407786e-09, 14.283599172319684], [0.7600004119532449, 9.084982333975464e-16, 0.04156580460923059, 0.00016024915956742397, 0.2917552100760596, 1.4166191781136587e-10, 13.192232166017805], [0.035106736404828885, 2.894126009396554e-06, 14.307927579497406, 0.014295656035201788, 0.6979267731599308, 0.5714852169500929, 1.0329805500763762], [0.004519588696998022, 1.6044476267865517e-07, 4.537229684855932, 0.004428590551012406, 2.9589089271086935, 0.0005081501257066234, 9.11248131674979], [0.00032939147979728405, 1.709237144864088e-06, 1.182403653688832e-05, 16.267175948799828, 0.005986968688143877, 2.6244137292653183e-05, 0.05299825268179605], [0.8857864632309244, 7.097736731555203e-05, 0.04005287842954537, 14.633100738330764, 0.17789603247810915, 0.000635891121085163, 0.5889877769026943]]","You hear my voice, you hear that sound. Like thunder, gonna shake the ground. You held me down, but I got up (hey). Get ready 'cause I've had enough. I see it all, I see it now. I got the eye of the tiger, a fighter. Dancing through the fire. 'Cause I am a champion, and you're gonna hear me roar. Louder, louder than a lion. 'Cause I am a champion, and you're gonna hear me roar. I'm Hillary Clinton and I approve this message.",center,center,base,base,center,0,0,center
PRES_TERRY_IT_WAS_ALL_A_LIE,"[[0.04236665806869615, 3.678533070281888e-05, 6.240556016001464, 0.09700498190551889, 0.0008651249763557142, 7.902546059385559, 0.002339081021878376], [0.0003221195256333595, 2.0569318903730576e-08, 1.359935718089768, 0.44882071351787867, 0.00075880488346791, 12.443231575000466, 0.032645569000022606], [0.23315671299185073, 4.103149941719104e-05, 6.682124308177403, 0.6675925105810165, 0.006361231291001397, 6.4584881067276, 0.23795020367418016], [2.840272876917458, 0.0014350350012864552, 0.1829812871246225, 12.891874708384051, 0.08406059144197262, 0.03598543233062179, 0.5814671834991165], [1.9025601814128685, 0.0001247209632767524, 0.08732322960408205, 14.319636556554418, 0.018322527482283905, 0.08088930262516958, 0.20922015494323967], [2.4491929584004617, 0.0011022309731093369, 2.9338886543196074, 0.11765799409120667, 4.531836163784776, 0.17659099515983642, 6.116262686495879], [1.7545201948710851, 0.0016651543514204345, 7.858824729919434, 0.36838951387575697, 2.080337277480534, 0.014947842074824231, 2.2070286529404775], [0.09295759013587865, 3.0479481968648855e-08, 0.003972812913672151, 0.031500542107372714, 0.020603430662214508, 5.7319746885033825e-05, 14.13662179953111]]","World a president has to Grapple with. Sometimes you can't even imagine. That's the job and she's the one who's proven. She can get it. Done. Securing a massive reduction in nuclear. Weapons standing up against the abuse of women protecting Social Security expanding benefits for the National Guard and winning healthcare for 8 million children. The presidency is the toughest job in the world, and she's the one. Who'll make a real difference for you. I'm Hillary Clinton and I approve this message.  ",base,base,base,0,base,0,0,center
PRES_TRUSTEDLEADERSHIP_KASICH_BFF,"[[0.0072423725681010544, 2.493529369408205e-14, 4.024162159587637, 0.0001491858209560429, 12.603679647343652, 2.1260954748108965e-05, 0.03141231672053947], [0.009976802104402023, 8.92730382994104e-06, 13.252823031072415, 0.11344212862926188, 3.149937897080534, 0.0003253191754291927, 0.14014989732531197], [0.6812099651566175, 4.13637125181908e-06, 0.02735406937594431, 14.28364425241931, 0.6932311032976362, 0.0003948190564123599, 0.6406929365966951], [0.6499140922512326, 2.34172909634773e-07, 0.006422576760607106, 1.3817577489784785, 0.14236158292208398, 3.3053385907676003e-05, 12.105224813733782], [7.57570777620588, 1.2875295273609371e-13, 3.559120260414923e-10, 6.704795786312649, 5.703628452075853e-06, 5.472936534537244e-17, 0.005205513194336423]]","Have fun has no fresh clean water source. The water is poisoned. We can't drink the water. We can't bathe in the water. You can't cook with the water. There was a time when we were alone and nobody heard our story. I am here because for nearly two years, Flint's water was poisoned. Hillary Clinton came here to show this, he standing with us. She's the one that brought this to another level of attention. That's what we needed, and what had been happening. Happening in Flint had happened in Grosse, Pointe, or bloke tail Hills. I think we all know we would have had a solution yesterday. Hillary Clinton really cares about people. She's awesome. When you have somebody like that fighting for you and supporting you and saying I've got your back Kenneth for much more and I will fight for you in Flint. No matter how long is, I'm Hillary Clinton and I approve this message.",0,base,0,0,0,base,0,0
PRES_TRUSTEDLEADERSHIP_KASICH_WON'T_PLAY,"[[0.26266510997499737, 1.6059030169149731e-06, 7.572851862226214, 0.01292189200674849, 0.1994461486382144, 3.0173597591263905, 3.2204666307994296], [4.6517829347624, 0.006980041968346821, 0.8392387661118921, 0.018790411870993142, 4.21596121765217, 0.27488152219324996, 6.318895792474551], [3.538867405482701, 1.1636421350301264e-06, 0.4483456590345928, 0.00732760360863592, 2.459277638367244, 0.008913033109690462, 7.822982754026141], [0.26755944958754946, 0.0001236834318011201, 5.822598934173584, 0.048883864656090736, 1.4180123805999756, 2.2314525076321194, 4.497084447315761], [0.4000510992778854, 1.027356668640216e-05, 0.09010674170721591, 0.045235294750946446, 0.6938184892001272, 0.0011228765697682414, 13.055369610340147]]","An unsteady world will be in one person's hand. Wouldn't you rather in a certain sense? Have Japan have nuclear weapons to Saudi Arabia in Saudi Arabia? Absolutely more countries with more nuclear weapons. Hillary Clinton knows that the last thing we need as Secretary of State. She negotiated a reduction in nuclear weapons with Russia and work with both parties to get it passed. An unsteady World demands, a very steady leader. I'm Hillary Clinton and I approve this message.",0,base,base,base,0,0,0,0
PRES_WINNINGOURFUTURE_NEXT_60,"[[0.001494503967320872, 1.3759945007803862e-12, 0.15234908135544284, 0.00011953574492060214, 0.003534767471765879, 0.0027768029930448587, 14.1254391180094], [0.0011256832554603793, 2.153164133028014e-16, 0.0076703685668430156, 1.701865315340001e-07, 0.21784543724996702, 2.1408620146498185e-05, 14.059051445552281], [0.036191490108119, 1.3492651253526117e-09, 0.31075396963764756, 0.044427438892356605, 13.891794828368628, 0.00025692551231845006, 0.0022895635539033144], [0.011589051324075885, 3.968533945908348e-07, 0.09383623089109148, 0.0015530544000544719, 14.172639165605817, 0.005872809976738479, 0.00022470695902094512], [7.844414340951252e-08, 4.90352931784237e-19, 1.2235876883652966e-07, 7.711903490975562e-05, 4.831253794601034e-05, 4.4261469169522725e-10, 14.285588264480355], [0.00220300883354087, 2.2611833040895946e-08, 1.8766530922480993, 0.03201196834977184, 0.00018362617473550408, 12.36178023474557, 0.012883025920018554], [0.0018900524342565664, 7.836783412683092e-07, 0.6888043135404587, 0.9934916027954647, 1.3714930840900965, 0.013908609980717301, 11.21612616947719], [1.3623702344021526e-07, 3.2041730620043425e-15, 0.13407673155441557, 0.00023991167187496876, 5.7984109861351156e-08, 14.15139606220188, 1.8316974680464978e-06], [0.004182981127470671, 3.5107491528785814e-05, 12.592571021386531, 1.2086930739952115, 0.005650264963550054, 0.4682263904604293, 0.006355139406544616], [1.5326348798615592, 1.2979959202701658e-05, 0.9535266884735653, 0.001751633785066328, 1.109242971454348, 0.04693725745060614, 10.64160806792123], [2.03185732213941, 0.0014362377388581777, 6.423632970583701, 0.05279966678659974, 0.48830756901121974, 5.211104976089808, 0.07657567495558708], [0.345552313540663, 1.3207976417991798e-12, 11.293448720659528, 1.7477657416569465e-07, 0.06394279189407825, 0.0007338701314958078, 2.582037236009325], [0.0007688369805691764, 7.945046527979752e-15, 4.146414143698556, 1.479150631343375e-09, 7.9408347606658936, 6.225322479735951e-08, 2.1976969071796963], [0.8563672835875493, 3.2989394434084917e-10, 0.06765865991039463, 0.000804940901911355, 10.233173810007033, 0.0002571823276519752, 3.1274527046694836], [0.0008173730748239905, 2.0312200175810956e-07, 0.01603997578578336, 14.2264757837568, 0.01763115537219814, 0.004096710472367704, 0.020653681297387396], [7.508219587441317, 0.00022113270999463993, 3.06175241668111, 0.03961195540563284, 2.8660390637795707, 2.5565946313616614e-06, 0.8098679412184068], [0.12756804270403727, 0.0025884711898730268, 12.052063431058611, 0.18370516066040313, 1.8782149468149458, 0.015823436634881154, 0.025751995521464517], [5.630390984671457, 0.07917005568742752, 0.05883871178541865, 0.09963606883372579, 7.50050459589277, 0.02221359671758754, 0.8949604417596545], [0.22405654724155152, 2.6085188612309397e-07, 1.975012677056449, 0.0016293305504534925, 7.717375244413104, 0.0013713680216044719, 4.3662692819322855], [0.004300929459126826, 6.129098275457027e-07, 8.480210655732247, 0.0011336352222815742, 0.029964741472632707, 5.76910052327252, 0.0010030060210007915], [0.9728936212403434, 6.603426072615548e-06, 0.17762717657855578, 0.0019039873482792505, 12.53757051059178, 2.605873987704399e-05, 0.5956870636769703], [0.00013572017841007828, 1.0277280173960424e-12, 4.181777153696332, 0.001475291875457125, 0.04043568457875933, 0.018327230853693827, 10.043563161577497]]","National Security Solutions require clear voices. What happens if we Retreat, what happens is you leave a space and that space will be filled by someone else. The only Nations right now that can even try to do it. Our nation's are, don't believe in the things we believe. And so in this 21st century, who will win, whose idea will continue to spread across the globe. Will it be our ideas of Freedom democracy and free enterprise? Or will it be their ideas of state-owned Enterprises? That the totalitarian is? Mmm? Learn more at ConservativeSolutionsProject.com.",both,both,both,0,0,base,0,0
PRES_WINNINGOURFUTURE_ON_THE_AIR_60,"[[14.226436622056683, 2.962619684412127e-17, 2.2763540717552567e-07, 0.0523843440711003, 0.0005568256956537356, 1.2418929949045447e-15, 0.006336094388852618], [0.002876498911064118, 8.171482706623372e-17, 1.1981360005717892e-05, 14.126343386513847, 3.905074612881825e-07, 3.919588717086039e-07, 0.15648272154586657], [0.00016824556691322608, 1.3234736481341054e-07, 0.005572367393012557, 0.00017810975155693347, 14.246166603905815, 2.985698038011313e-07, 0.03362921000059162], [3.0303065265927995, 1.9630374964133132e-16, 7.082775635832864e-08, 11.129094021660942, 0.00012450787575549578, 5.647084440068522e-12, 0.12619011104106903], [0.22960165553613723, 6.112104084913119e-16, 7.711707379681579e-05, 0.3256402039483737, 3.8483756940292744e-05, 9.22130125677781e-09, 13.730356489866933], [5.427058253969465, 2.12129544896576e-19, 9.146633926450574e-08, 0.001366515997298328, 0.00017831269880324335, 7.557945464912015e-12, 8.857110568455287], [0.8037221218858447, 4.563222815485395e-09, 0.0004192997688993013, 13.445415667125157, 0.035758482824478834, 1.969881797363777e-09, 0.00039846127037890255], [0.24771868650402343, 5.854736023435394e-20, 2.7002004441913285e-07, 3.4147859143526406e-07, 0.023950679626848017, 3.541386518955106e-15, 14.014043978282384], [0.00010732045276589426, 3.921456488960766e-18, 1.0973849867007557e-11, 14.285576343536377, 5.398158745403439e-08, 8.990333586774259e-15, 3.092323887748145e-05], [0.5397560341017587, 3.824174500875545e-07, 8.72372181350199e-05, 13.34642938205174, 0.01270590499708695, 0.002220277175573366, 0.3845143531050001], [3.114947284237652e-06, 2.8484318899240318e-18, 8.212735253770071e-08, 7.156052759715489, 3.56342362855295e-05, 3.656472988352549e-12, 7.129622782979693], [0.30576029752256256, 9.509197247665107e-06, 0.25061942534221904, 13.58457203500615, 0.07821228821350863, 0.0012102156110409372, 0.06533067264569409], [0.031132076593803817, 1.2183526708679466e-11, 1.5340537374543758e-06, 14.254237070932215, 0.0002674269025689327, 2.5962783528384974e-13, 7.671604507694729e-05], [0.00014911848645408928, 3.678523338699139e-14, 0.0019097907659047233, 1.4876758236010652, 1.5103438588050093e-05, 0.005449907946208594, 12.79051465250426], [0.015841624034302577, 4.104027095377591e-14, 4.365175852529189e-06, 14.269807509013585, 2.146155273814137e-05, 4.602664258993177e-13, 3.9074088168230704e-05], [1.2702907627369444e-05, 1.8720094918656116e-11, 0.011027925315179996, 14.259578500475202, 1.2569518860670672e-05, 0.0014009801296716823, 0.01368179967227791], [7.677567737118807e-06, 2.8334718032683262e-24, 2.915879459699174e-14, 14.285705770765032, 1.1080035078920541e-11, 2.3034862552861626e-13, 4.3309122637375755e-07], [14.285668304988317, 3.6438798806433746e-24, 3.2162230158382694e-12, 4.678027250650173e-05, 4.661679930961782e-08, 3.828827493033518e-19, 6.559196106893848e-07], [0.004128334524840897, 1.0750220827261238e-17, 6.574795198941109e-12, 14.28157431714041, 1.792239860257674e-07, 7.826948397291293e-13, 1.2076214526520557e-05], [1.1946953902354706e-07, 1.6718662742043677e-12, 8.374644232058057e-10, 14.285712582724434, 1.5812257852283144e-08, 9.437073053812045e-12, 2.4540280410941965e-06], [5.998801201810368e-07, 1.7830102529497562e-14, 1.1601513400754421e-07, 0.07912995559828621, 4.892352275679254e-06, 0.0006133997625771112, 14.205964973994664], [0.0015220078756912384, 5.401097942021826e-20, 1.105194782571135e-06, 0.003174058118033893, 0.029850110993434507, 9.686612247945675e-13, 14.25116658004834], [0.10615354403853416, 1.1644848775725437e-09, 2.4601886902278886e-05, 14.178576639720372, 0.00032298272084777376, 9.957020097317582e-07, 0.0006359473315699558], [0.015721817700458423, 1.1074422154593207e-13, 2.0972899099953274e-05, 4.988653744970049, 0.00036774989504400376, 1.6866580259440006e-06, 9.28094812801906]]","He took on the Republican establishment and one Marco Rubio. The Insiders were shocked, but not the people, they knew because day for these clear, conservative message, less government, more freedom, a foreign policy, founded on strength. Now the time has come for Our Generation to lead the way towards a new American Century. Two chests. In the establishment of message, send them a conservative president, Marco Rubio, conservative Solutions, bank is responsible for the content of this ad.",base,base,center,0,center,base,0,center
PRES_KEEPTHEPROMISEI_RECORD_NOT_RHETORIC,"[[4.645457431427604e-09, 4.7581278077276396e-23, 0.0365672300436667, 3.5301082691928187e-06, 2.5465516107422963, 1.649077065378281e-07, 11.702591180801392], [0.11398297335420336, 1.7342598468417236e-07, 12.19678691455296, 4.5406617183678986e-05, 0.7561549012150083, 0.007263670808502606, 1.2114815413951874], [6.529594332864539, 1.018488023790147e-09, 0.046085327885210185, 2.2563207987297234, 2.1832939152677056, 0.0002981621021174675, 5.65008256940087], [8.393498478229466, 0.0033667198742594177, 0.332636379373539, 0.014077699917077162, 2.8845354505245018, 0.0022132720155037225, 2.655386444395824]]","We live in dangerous terrains, terrorism growing, the economy tearing, the Supreme Court in the balance, Trump erratic unreliable Cruz, calculated underhanded, the joists. We can count on Marco Rubio a disciple of Reagan smart and forceful. The Democrats nightmare Marco Rubio, the Republican who can beat Hillary and inspire a new generation conservative Solutions, tank is responsible for the content.  ",0,base,base,0,0,0,0,base
PRES_WETHEPEOPLE_WHAT_MATTERS,"[[0.9819552986597528, 2.928967363431624e-07, 4.299843493773013, 1.2879720325734023, 9.643860974786234, 4.0755227489208906e-05, 0.11285746217514056], [1.1618868580886297, 9.356625534045244e-05, 10.033242191587176, 0.600283539720944, 2.2256849067551747, 0.21904607170394488, 0.04547723635498967], [1.5780572380338396, 1.9564648872411844e-05, 4.7052276985985895, 5.057704022952488, 2.830607976232256, 0.10441308841109276, 0.009685541070731623], [3.406152748092059, 1.392057746264566e-08, 0.026295204189273787, 4.805749801912454, 6.047377711221899, 1.0769853555768213e-09, 0.00013979366593064535]]","What Canadian about Ted Cruz? His tax plan Cruz, once a value-added tax like they have in Canada and European socialist countries, Obama and Pelosi say they're open to it. President Reagan hated. It conservatives called the crews scheme. A liberals dream because it makes it so easy to raise taxes. Ted Cruz wrong on taxes, conservative solutions, back is responsible for the content of this advertising. ",base,base,base,0,0,0,base,both
PRES_TRUMP_RNC_TWO_AMERICAS,"[[2.5799557176581267, 0.0009930027066750737, 7.589791056673294, 1.6409073510136802, 4.596272338570424, 0.07337755519151581, 0.1367788767263117], [0.0028917152251649115, 4.3969676610006965e-11, 0.2051804879946368, 0.0015556284259738667, 3.9772195475442067, 1.5568392492631184e-05, 10.098851578576225]]","Tuesday approve, this message, Donald Trump talks tough on illegal immigration but his actions speak louder than words. Trump used illegals to build his hotels in New York and Washington guest workers instead of Americans in Chicago and Florida. Controversial visas for Rich, Chinese investors in New Jersey even said, amnesty should be done and this tea for millions of illegals. Donald Trump is principles. Stop at his wall. Wallet.  ",both,center,center,0,0,0,base,center
PRES_TRUMP_RNC_ALL_THE_TIME,"[[1.994390335070536, 0.00029681088402800103, 0.43755253616626344, 0.06363213501146955, 1.624987080694785, 0.0028174090682264786, 10.162037251093375], [0.33206613389425665, 0.0005924261994955485, 0.3391903335477323, 0.009692745013517235, 2.158212811134322, 0.007812316997511791, 13.770509007282389], [0.46215532057232434, 3.8225464747075e-06, 1.8712609255618087, 0.2481766955040255, 6.593546101508095, 2.341028286416691, 4.810358852619296], [0.30600777161972864, 0.000854376464433569, 5.553104196275983, 0.8136135126863208, 1.2137373643262046, 0.38497384105409893, 6.013423204421997], [1.0961869699889484, 0.008132742809369632, 0.43916798125818673, 7.331640446220673, 3.167087937943347, 0.10276292709243352, 4.181552327961205]]",Were it not for the transformative? Love of Jesus Christ? I would have been raised by a single mom without my father in the house. God's blessing has been on America from the very beginning of this nation over and over again. When we face in possible on the American people Rose to the challenge. This is our fight and that is why I'm running for president of the United States. I'm Ted Cruz and I approve this message.,center,center,center,0,0,0,center,base
PRES_CLINTON_JUST_ONE,"[[0.012001026854185122, 7.197116299754011e-07, 0.05833091480391366, 0.040047356326665194, 0.38260860102517263, 0.00013003282219870016, 13.7925956930433], [0.0005135651008458808, 5.088661464549124e-12, 5.738058686256409, 0.003118486243433186, 3.569427345480238, 0.0008447907021036372, 4.97375088078635]]",Here today to announce my endorsement of Ted Cruz. I've decided to endorse Ted for a number of reasons. He promised that he would stand up to a growing overbearing federal government. He promised that he would fight against Obamacare. He promised he would resist efforts to undermine our Second Amendment rights of Americans. He promised that he would oppose any efforts to undermine religious liberty. Ted has kept those promises with that. Trust that he's earned. We need to unite behind Ted Cruz. I'm Ted Cruz and I approve this message.  ,center,base,base,0,0,0,base,both
PRES_CLINTON_GETTING_THIS_RIGHT_APRIL_TWENTY_SIX,"[[0.2183787790792329, 2.691254213530289e-10, 0.21075639607650892, 5.058811020879668e-07, 13.671896287373134, 6.614537489164312e-08, 0.1846831025821822], [0.0006102993938776873, 3.7051464116856697e-13, 3.9408846001317195, 0.000376923675221273, 10.342647729576214, 6.316778619510407e-05, 0.0011326484568221517], [0.016418117697217634, 3.682365023376657e-24, 0.0009469839694377567, 2.6044813627208134e-10, 13.321150200707573, 4.952252040618432e-17, 0.9471985910620008], [0.08584463087617904, 1.6479791207539157e-11, 0.03342834741191319, 12.957075095295137, 2.9377216906311716, 5.150721383363343e-07, 0.31245984479811034], [0.320740542637708, 3.3738988338942417e-07, 0.2948257794125045, 7.44010993984547, 8.45363225306613, 0.000133434186145678, 0.10863375849960459]]","There's a scorpion in the desert for most of us. It's venom has a clear and deadly threat but others refuse to even speak its name. Since the Scorpion seeks, our destruction, isn't it time? We recognize the Scorpion for what it is before it strikes again. I'm Ted Cruz and I approve this message.  ",0,both,base,0,0,0,base,both
PRES_CRUZ_WON_ONE_CANDIDATE,"[[0.5380559603420033, 0.00018705522031087863, 11.26170875631126, 1.5157514706635424, 0.28168896314377884, 0.6091830259683952, 0.07913859415956635], [0.04416145384311676, 1.864658105500881e-10, 0.0026197393058932255, 0.0011180004678733116, 0.1447212084063462, 5.410926015818924e-05, 14.09303971699306]]","America doesn't need more Washington Deal's. A deal that meets our core objectives. We paid for too many already done deal. Of course, your politicians got us into this mess. We need a principled, conservative fighter, to get us out. Only one candidate fought, the president's disastrous Healthcare deal. This is right now, the continuing resolution our best opportunity and it may well be our last opportunity to Funded only Cruz, stood with Iowa. Steve King to stop his own. Party's bad deal on amnesty, Republicans seem to be on the verge of passing the forms. That included a pathway to citizenship. That is until Crews, blasted it as amnesty only one conservative is the candidate. You can trust this stand on principle and fight for our values. As you know, is somebody who is the keeper of conservative principles on February first, caucus for a conservative. You can trust. I'm Ted Cruz and I approve this message.",0,0,0,0,0,0,base,both
PRES_CLINTON_JIM_CLYBURN,"[[0.04790912754263777, 1.3168000484821424e-06, 0.38372907412931795, 0.0013654204922959594, 13.966697218360908, 0.004386448680564559, 1.9224424895400425], [0.08319672957366828, 7.619496548869574e-07, 2.1132049093745193, 0.08542103442982342, 13.324403420698886, 0.0405488994165724, 0.6797556480278775], [0.07224361874299955, 1.2776111090148468e-06, 0.6032566061666395, 2.0452499699039084, 0.1679236269502195, 0.6037843734279805, 10.7932554918151], [0.48469012337071554, 7.258749157301736e-09, 1.7680834446634566, 7.422635722572782e-05, 10.532879829406738, 9.836010446763664e-05, 1.499888300895691]]","I'm Ted Cruz and I approve this message. Hillary Clinton, Donald Trump. What difference at this point? Does it make? She's right. They both back gun control. Even partial birth abortion. No wonder. Trump bankrolled. Liberal Democrats carry Pelosi, Hillary herself, and they're both mired in Scandal. She's got secret emails. He's being sued for fraud in the middle of an election. Let's get real. Trump won't beat Hillary and even if he did what difference does it make.",base,0,0,0,0,0,base,center
PRES_45COMMITTEE_50_POINTS_AHEAD,"[[0.06121788173913956, 1.4290529902284886e-06, 6.347978115081787, 0.8414732026202338, 0.29040021555764334, 0.5396403904472079, 6.205003602164132], [0.0012081199665957758, 7.072587337071578e-13, 12.82728847249278, 0.0064500406217715, 1.4351864421398055, 9.855697294833775e-05, 2.056299608048736], [1.8160337557169726, 0.1749039152448831, 0.34133449424894485, 0.0002569115051709541, 13.983643132889148, 1.7715234778802755e-05, 0.010340788956417948], [3.62531202180045, 0.0484124557780368, 2.7709194592067172, 0.06176106232617583, 5.239137155669076, 1.3195500842162542, 1.2206221265452248], [1.2904959065573556, 0.019732671457209756, 7.111316493579319, 0.07148097668375288, 1.7964326909610204, 0.4568284643547876, 3.5394268376486644]]","As American families sit around their kitchen tables. They're worried worried. They're falling behind or in about their jobs, their freedom and security. That's why I'm running for president to restore opportunity to raise wake and bring jobs back to America, to secure our borders and protect us from our enemies to reverse the damage Obama's done and restore the Constitution. I???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????m Ted Cruz, and I approve this message, and ",0,0,0,0,0,0,base,both
